timestamp,asset_id,location,suction_pressure_psi,discharge_pressure_psi,compression_ratio,inlet_temp_f,discharge_temp_f,vibration_x_mms,vibration_y_mms,vibration_z_mms,lube_oil_pressure_psi,lube_oil_temperature_f,motor_current_amps,rpm,power_kw,runtime_hours_cumulative,alert_flag
2026-01-20 12:00:00,COMP-002,"Midland, TX",209.91,634.01,2.986,84.7,256.7,4.21,3.1,2.43,49.75,184.5,300.6,1203.2,373.1,12324.8,0
2026-01-20 18:00:00,COMP-001,"Houston, TX",213.23,639.6,3.001,83.4,255.8,4.16,3.14,2.4,50.41,181.3,305.3,1199.0,365.4,18440.0,0
2026-01-20 18:00:00,COMP-002,"Midland, TX",212.72,632.29,3.011,85.2,254.8,4.24,3.14,2.39,49.87,182.3,302.4,1197.5,365.4,12325.0,0
2026-01-21 00:00:00,COMP-001,"Houston, TX",211.39,638.42,3.033,83.2,253.7,4.18,3.13,2.4,50.23,183.0,302.8,1202.3,373.1,18440.2,0
2026-01-21 00:00:00,COMP-002,"Midland, TX",212.74,633.63,3.018,84.9,252.5,4.23,3.1,2.43,50.06,182.8,301.0,1196.6,371.8,12325.2,0
2026-01-21 06:00:00,COMP-001,"Houston, TX",210.95,645.08,3.056,83.9,257.6,4.17,3.12,2.36,50.01,181.3,306.1,1201.2,369.3,18440.5,0
2026-01-21 06:00:00,COMP-002,"Midland, TX",207.45,630.53,3.004,84.2,251.3,4.2,3.08,2.43,49.28,183.7,306.6,1202.2,372.5,12325.5,0
2026-01-21 12:00:00,COMP-001,"Houston, TX",208.61,633.26,3.052,83.3,255.2,4.24,3.08,2.39,49.81,181.5,305.6,1203.5,365.0,18440.8,0
2026-01-21 12:00:00,COMP-002,"Midland, TX",214.0,642.95,3.03,85.0,257.0,4.15,3.09,2.4,49.33,179.3,302.0,1200.0,367.3,12325.8,0
2026-01-21 18:00:00,COMP-001,"Houston, TX",212.93,646.87,3.074,83.1,255.2,4.14,3.07,2.43,50.58,181.9,300.9,1196.9,372.7,18441.0,0
2026-01-21 18:00:00,COMP-002,"Midland, TX",212.51,631.03,2.999,85.2,253.6,4.26,3.11,2.42,50.32,181.4,301.1,1197.6,365.1,12326.0,0
2026-01-22 00:00:00,COMP-001,"Houston, TX",208.3,647.61,3.094,83.8,257.0,4.15,3.15,2.42,50.0,184.6,300.9,1199.5,371.7,18441.2,0
2026-01-22 00:00:00,COMP-002,"Midland, TX",212.71,648.73,3.065,84.0,257.1,4.14,3.08,2.44,49.99,181.2,309.0,1199.5,370.0,12326.2,0
2026-01-22 06:00:00,COMP-001,"Houston, TX",206.2,642.28,3.097,85.0,256.6,4.15,3.07,2.42,50.2,183.3,303.3,1197.2,362.5,18441.5,0
2026-01-22 06:00:00,COMP-002,"Midland, TX",208.4,635.58,3.039,83.3,252.6,4.19,3.11,2.39,49.29,181.2,301.3,1200.7,366.1,12326.5,0
2026-01-22 12:00:00,COMP-001,"Houston, TX",205.96,637.85,3.056,83.2,258.1,4.25,3.14,2.41,49.5,181.3,301.7,1198.6,367.9,18441.8,0
2026-01-22 12:00:00,COMP-002,"Midland, TX",208.54,638.49,3.046,84.2,251.8,4.17,3.08,2.41,50.14,180.3,301.4,1198.6,373.0,12326.8,0
2026-01-22 18:00:00,COMP-001,"Houston, TX",213.7,645.84,3.064,83.8,253.7,4.24,3.13,2.43,49.45,181.0,309.1,1197.8,365.9,18442.0,0
2026-01-22 18:00:00,COMP-002,"Midland, TX",213.24,636.0,2.987,84.7,254.9,4.21,3.08,2.39,50.47,181.4,301.5,1200.5,369.0,12327.0,0
2026-01-23 00:00:00,COMP-001,"Houston, TX",211.98,640.96,3.036,85.5,254.7,4.23,3.09,2.38,50.29,183.7,307.7,1199.3,368.0,18442.2,0
2026-01-23 00:00:00,COMP-002,"Midland, TX",210.19,643.05,3.086,84.9,257.2,4.15,3.15,2.4,49.85,182.0,308.9,1201.4,368.5,12327.2,0
2026-01-23 06:00:00,COMP-001,"Houston, TX",208.49,647.59,3.097,84.4,256.1,4.15,3.13,2.41,49.78,182.8,300.8,1203.5,370.0,18442.5,0
2026-01-23 06:00:00,COMP-002,"Midland, TX",212.15,648.94,3.067,84.1,251.3,4.17,3.1,2.4,50.12,182.4,304.5,1199.2,371.0,12327.5,0
2026-01-23 12:00:00,COMP-001,"Houston, TX",209.89,637.02,3.033,83.1,252.0,4.19,3.14,2.37,50.66,180.0,303.3,1199.7,364.8,18442.8,0
2026-01-23 12:00:00,COMP-002,"Midland, TX",208.24,638.81,3.044,84.8,253.6,4.17,3.13,2.37,50.52,182.8,306.6,1197.6,373.3,12327.8,0
2026-01-23 18:00:00,COMP-001,"Houston, TX",208.53,633.47,3.046,84.5,258.5,4.17,3.09,2.38,50.21,181.6,300.7,1200.8,364.7,18443.0,0
2026-01-23 18:00:00,COMP-002,"Midland, TX",211.58,643.93,3.077,83.6,256.9,4.24,3.06,2.37,50.56,180.3,303.4,1199.7,365.4,12328.0,0
2026-01-24 00:00:00,COMP-001,"Houston, TX",207.55,642.67,3.058,84.7,255.8,4.21,3.09,2.42,50.18,183.7,306.9,1198.5,369.3,18443.2,0
2026-01-24 00:00:00,COMP-002,"Midland, TX",208.6,632.66,3.046,83.9,252.6,4.22,3.1,2.39,49.46,181.4,302.1,1201.0,370.1,12328.2,0
2026-01-24 06:00:00,COMP-001,"Houston, TX",213.18,641.05,3.008,84.4,252.2,4.18,3.1,2.37,49.79,179.3,301.7,1202.3,373.1,18443.5,0
2026-01-24 06:00:00,COMP-002,"Midland, TX",209.7,643.55,3.065,84.2,257.6,4.2,3.06,2.37,50.39,180.9,302.9,1200.3,364.3,12328.5,0
2026-01-24 12:00:00,COMP-001,"Houston, TX",214.64,645.11,3.05,84.5,252.0,4.15,3.13,2.42,49.8,183.8,300.8,1201.6,368.5,18443.8,0
2026-01-24 12:00:00,COMP-002,"Midland, TX",209.43,646.34,3.115,85.0,253.4,4.26,3.1,2.39,50.48,181.7,309.5,1202.0,365.1,12328.8,0
2026-01-24 18:00:00,COMP-001,"Houston, TX",209.44,637.13,3.026,84.9,256.0,4.16,3.07,2.38,49.56,179.6,303.6,1198.4,368.4,18444.0,0
2026-01-24 18:00:00,COMP-002,"Midland, TX",208.92,635.96,3.01,83.8,257.7,4.26,3.12,2.37,50.69,183.6,308.8,1203.5,372.1,12329.0,0
2026-01-25 00:00:00,COMP-001,"Houston, TX",214.73,635.19,2.992,85.0,257.5,4.23,3.12,2.4,50.12,180.7,304.2,1199.7,369.5,18444.2,0
2026-01-25 00:00:00,COMP-002,"Midland, TX",208.46,640.3,3.087,83.9,258.3,4.18,3.14,2.39,49.25,183.5,307.1,1201.7,367.5,12329.2,0
2026-01-25 06:00:00,COMP-001,"Houston, TX",208.13,631.62,3.021,84.6,252.8,4.19,3.07,2.38,50.49,181.1,305.7,1200.5,367.8,18444.5,0
2026-01-25 06:00:00,COMP-002,"Midland, TX",208.82,631.33,2.99,83.5,257.2,4.19,3.07,2.43,49.91,179.3,309.2,1197.9,370.1,12329.5,0
2026-01-25 12:00:00,COMP-001,"Houston, TX",209.26,633.45,3.003,85.6,253.3,4.22,3.08,2.39,50.61,180.2,304.1,1198.6,370.2,18444.8,0
2026-01-25 12:00:00,COMP-002,"Midland, TX",208.65,643.91,3.052,83.2,254.8,4.15,3.07,2.41,49.26,183.1,307.9,1203.5,367.1,12329.8,0
2026-01-25 18:00:00,COMP-001,"Houston, TX",207.49,637.75,3.076,85.1,252.0,4.18,3.14,2.37,50.41,183.4,301.6,1203.5,364.1,18445.0,0
2026-01-25 18:00:00,COMP-002,"Midland, TX",207.46,642.88,3.107,84.3,256.7,4.22,3.07,2.39,50.28,184.0,301.2,1197.1,370.8,12330.0,0
2026-01-26 00:00:00,COMP-001,"Houston, TX",210.26,648.89,3.101,84.1,252.2,4.17,3.06,2.4,50.15,182.6,307.6,1201.4,371.8,18445.2,0
2026-01-26 00:00:00,COMP-002,"Midland, TX",208.93,640.34,3.067,84.6,256.9,4.17,3.06,2.43,50.68,182.0,301.5,1200.0,369.0,12330.2,0
2026-01-26 06:00:00,COMP-001,"Houston, TX",210.25,649.35,3.048,85.7,252.2,4.25,3.11,2.39,50.27,183.4,309.2,1202.0,362.7,18445.5,0
2026-01-26 06:00:00,COMP-002,"Midland, TX",207.11,631.16,3.027,83.5,257.2,4.2,3.11,2.4,49.87,183.1,301.2,1200.3,369.3,12330.5,0
2026-01-26 12:00:00,COMP-001,"Houston, TX",210.97,640.22,3.066,83.8,257.4,4.2,3.09,2.41,50.5,183.0,301.0,1201.4,370.5,18445.8,0
2026-01-26 12:00:00,COMP-002,"Midland, TX",210.03,632.06,3.05,84.4,254.6,4.21,3.08,2.42,50.36,179.9,306.9,1201.5,364.3,12330.8,0
2026-01-26 18:00:00,COMP-001,"Houston, TX",207.39,645.43,3.071,85.2,252.4,4.15,3.13,2.38,50.58,183.5,300.7,1202.2,365.5,18446.0,0
2026-01-26 18:00:00,COMP-002,"Midland, TX",209.62,641.47,3.035,83.5,254.7,4.18,3.1,2.4,49.8,180.7,301.4,1200.5,370.5,12331.0,0
2026-01-27 00:00:00,COMP-001,"Houston, TX",209.55,631.25,3.005,85.6,253.1,4.2,3.09,2.37,50.65,183.9,305.5,1203.0,370.7,18446.2,0
2026-01-27 00:00:00,COMP-002,"Midland, TX",206.18,638.39,3.056,85.2,253.2,4.15,3.09,2.4,50.6,180.2,307.8,1203.5,373.0,12331.2,0
2026-01-27 06:00:00,COMP-001,"Houston, TX",209.74,635.82,3.031,85.6,253.7,4.21,3.05,2.38,50.1,180.9,306.1,1199.7,369.0,18446.5,0
2026-01-27 06:00:00,COMP-002,"Midland, TX",208.55,634.15,2.995,85.7,257.0,4.17,3.05,2.39,49.6,181.2,308.1,1202.7,373.0,12331.5,0
2026-01-27 12:00:00,COMP-001,"Houston, TX",213.5,646.7,3.065,85.3,252.0,4.2,3.08,2.4,49.34,184.7,306.9,1197.1,372.6,18446.8,0
2026-01-27 12:00:00,COMP-002,"Midland, TX",208.46,643.86,3.064,84.4,258.6,4.15,3.06,2.37,50.48,179.7,305.6,1199.5,373.1,12331.8,0
2026-01-27 18:00:00,COMP-001,"Houston, TX",206.39,636.45,3.053,85.5,256.5,4.23,3.08,2.38,49.36,180.4,307.6,1200.6,364.2,18447.0,0
2026-01-27 18:00:00,COMP-002,"Midland, TX",206.9,638.21,3.042,84.8,258.6,4.16,3.08,2.38,49.43,180.1,306.7,1202.3,370.2,12332.0,0
2026-01-28 00:00:00,COMP-001,"Houston, TX",213.7,636.69,3.002,83.7,253.1,4.18,3.1,2.41,49.64,184.7,300.7,1199.3,367.5,18447.2,0
2026-01-28 00:00:00,COMP-002,"Midland, TX",208.93,639.27,3.067,85.5,252.2,4.14,3.13,2.43,49.45,183.8,303.8,1200.9,369.6,12332.2,0
2026-01-28 06:00:00,COMP-001,"Houston, TX",206.4,646.0,3.099,83.6,251.7,4.25,3.09,2.37,50.61,183.8,303.5,1196.7,367.6,18447.5,0
2026-01-28 06:00:00,COMP-002,"Midland, TX",208.86,646.18,3.07,84.5,251.4,4.22,3.07,2.38,49.53,180.8,308.5,1196.7,369.3,12332.5,0
2026-01-28 12:00:00,COMP-001,"Houston, TX",211.77,638.31,3.058,84.9,251.6,4.17,3.07,2.38,50.58,182.1,306.2,1202.2,371.3,18447.8,0
2026-01-28 12:00:00,COMP-002,"Midland, TX",208.98,637.29,3.009,84.9,254.9,4.25,3.1,2.39,49.52,181.0,302.4,1202.8,371.1,12332.8,0
2026-01-28 18:00:00,COMP-001,"Houston, TX",211.31,640.57,3.006,85.5,258.8,4.26,3.06,2.41,49.65,183.7,308.8,1196.8,373.5,18448.0,0
2026-01-28 18:00:00,COMP-002,"Midland, TX",215.03,645.71,3.043,84.4,257.6,4.24,3.07,2.41,50.46,183.1,308.8,1196.6,370.2,12333.0,0
2026-01-29 00:00:00,COMP-001,"Houston, TX",207.25,641.21,3.048,84.1,258.7,4.25,3.1,2.39,49.99,179.8,302.6,1198.0,368.3,18448.2,0
2026-01-29 00:00:00,COMP-002,"Midland, TX",214.93,634.27,2.983,83.9,256.7,4.25,3.13,2.39,49.28,182.5,308.8,1202.0,371.8,12333.2,0
2026-01-29 06:00:00,COMP-001,"Houston, TX",210.82,637.57,2.995,86.0,254.2,4.15,3.08,2.37,49.49,184.4,307.7,1203.3,369.6,18448.5,0
2026-01-29 06:00:00,COMP-002,"Midland, TX",215.82,643.72,3.023,86.0,257.2,4.17,3.11,2.38,49.71,183.0,301.6,1201.7,372.9,12333.5,0
2026-01-29 12:00:00,COMP-001,"Houston, TX",207.67,649.49,3.103,86.1,251.4,4.21,3.14,2.43,49.58,182.4,309.0,1197.4,370.7,18448.8,0
2026-01-29 12:00:00,COMP-002,"Midland, TX",210.53,633.62,2.974,85.8,251.8,4.23,3.11,2.43,49.92,180.7,302.7,1196.9,365.3,12333.8,0
2026-01-29 18:00:00,COMP-001,"Houston, TX",208.02,637.81,3.083,85.5,258.6,4.25,3.1,2.39,50.07,179.8,304.8,1202.6,369.7,18449.0,0
2026-01-29 18:00:00,COMP-002,"Midland, TX",205.33,631.82,3.039,85.8,253.4,4.18,3.14,2.37,49.51,181.3,307.1,1200.3,372.4,12334.0,0
2026-01-30 00:00:00,COMP-001,"Houston, TX",211.99,642.18,3.049,84.9,251.4,4.26,3.07,2.43,49.49,179.8,302.3,1197.8,370.2,18449.2,0
2026-01-30 00:00:00,COMP-002,"Midland, TX",212.09,635.49,3.005,84.4,253.0,4.14,3.11,2.42,49.48,181.2,304.3,1198.5,369.8,12334.2,0
2026-01-30 06:00:00,COMP-001,"Houston, TX",206.14,630.89,3.032,84.1,253.4,4.15,3.13,2.39,49.85,181.9,306.5,1197.1,368.5,18449.5,0
2026-01-30 06:00:00,COMP-002,"Midland, TX",212.69,637.49,3.001,84.8,253.2,4.2,3.07,2.38,49.34,183.4,306.5,1197.0,366.3,12334.5,0
2026-01-30 12:00:00,COMP-001,"Houston, TX",215.54,641.72,3.013,85.1,257.6,4.24,3.09,2.4,50.55,181.9,308.5,1199.8,363.4,18449.8,0
2026-01-30 12:00:00,COMP-002,"Midland, TX",208.98,640.04,3.028,86.0,257.3,4.22,3.11,2.37,50.39,180.2,309.4,1203.4,371.4,12334.8,0
2026-01-30 18:00:00,COMP-001,"Houston, TX",208.43,649.37,3.099,84.8,258.8,4.22,3.13,2.38,50.62,184.3,301.0,1199.2,366.9,18450.0,0
2026-01-30 18:00:00,COMP-002,"Midland, TX",211.25,639.2,3.064,85.9,257.2,4.22,3.1,2.39,49.87,180.1,305.8,1201.9,372.9,12335.0,0
2026-01-31 00:00:00,COMP-001,"Houston, TX",211.08,632.34,3.006,84.5,255.3,4.18,3.09,2.39,49.98,182.6,300.8,1198.4,364.1,18450.2,0
2026-01-31 00:00:00,COMP-002,"Midland, TX",211.17,631.14,2.988,86.0,253.7,4.17,3.12,2.43,50.6,179.4,307.9,1198.6,365.6,12335.2,0
2026-01-31 06:00:00,COMP-001,"Houston, TX",213.29,632.29,2.993,86.0,252.2,4.26,3.09,2.42,49.65,181.6,306.3,1197.8,364.8,18450.5,0
2026-01-31 06:00:00,COMP-002,"Midland, TX",209.57,644.98,3.049,86.0,257.5,4.2,3.07,2.39,50.01,180.0,308.2,1202.7,362.8,12335.5,0
2026-01-31 12:00:00,COMP-001,"Houston, TX",211.29,646.47,3.048,84.4,254.7,4.25,3.12,2.38,50.49,182.0,306.2,1197.3,362.8,18450.8,0
2026-01-31 12:00:00,COMP-002,"Midland, TX",211.05,633.81,3.01,86.0,255.7,4.18,3.07,2.43,50.37,183.0,303.0,1199.2,364.3,12335.8,0
2026-01-31 18:00:00,COMP-001,"Houston, TX",213.58,646.86,3.038,85.4,256.4,4.17,3.09,2.37,50.42,183.5,300.5,1203.0,369.6,18451.0,0
2026-01-31 18:00:00,COMP-002,"Midland, TX",208.91,635.25,3.07,85.8,253.5,4.26,3.11,2.39,49.81,181.2,302.7,1199.8,370.0,12336.0,0
2026-02-01 00:00:00,COMP-001,"Houston, TX",210.23,632.36,3.021,85.2,256.2,4.24,3.09,2.41,50.16,180.9,301.4,1196.9,373.4,18451.2,0
2026-02-01 00:00:00,COMP-002,"Midland, TX",213.43,635.41,2.993,85.7,258.0,4.17,3.07,2.42,50.6,183.7,307.8,1200.7,369.8,12336.2,0
2026-02-01 06:00:00,COMP-001,"Houston, TX",211.61,642.98,3.042,86.4,253.2,4.19,3.09,2.37,50.31,182.4,302.2,1201.6,364.9,18451.5,0
2026-02-01 06:00:00,COMP-002,"Midland, TX",213.46,647.81,3.059,85.6,255.1,4.24,3.13,2.43,49.52,179.8,301.6,1198.3,371.4,12336.5,0
2026-02-01 12:00:00,COMP-001,"Houston, TX",207.82,643.45,3.094,84.7,251.9,4.18,3.12,2.39,50.43,181.1,302.8,1198.5,371.9,18451.8,0
2026-02-01 12:00:00,COMP-002,"Midland, TX",210.4,641.6,3.022,86.3,251.7,4.25,3.1,2.43,49.82,180.9,300.9,1202.5,364.0,12336.8,0
2026-02-01 18:00:00,COMP-001,"Houston, TX",208.01,641.33,3.062,86.2,254.7,4.18,3.12,2.42,49.98,182.7,302.0,1201.0,362.5,18452.0,0
2026-02-01 18:00:00,COMP-002,"Midland, TX",209.74,633.64,2.994,85.8,254.9,4.23,3.06,2.41,50.2,181.5,309.3,1199.2,362.9,12337.0,0
2026-02-02 00:00:00,COMP-001,"Houston, TX",209.76,630.67,3.015,84.8,257.6,4.16,3.12,2.41,49.62,183.1,303.6,1197.3,366.7,18452.2,0
2026-02-02 00:00:00,COMP-002,"Midland, TX",205.96,646.22,3.108,84.7,253.4,4.23,3.11,2.39,50.58,184.7,303.6,1202.9,366.4,12337.2,0
2026-02-02 06:00:00,COMP-001,"Houston, TX",215.22,648.03,3.045,85.0,252.9,4.23,3.07,2.42,50.13,180.2,303.8,1201.1,362.9,18452.5,0
2026-02-02 06:00:00,COMP-002,"Midland, TX",206.29,640.67,3.073,84.1,258.8,4.22,3.11,2.37,50.28,181.6,303.9,1200.3,367.7,12337.5,0
2026-02-02 12:00:00,COMP-001,"Houston, TX",208.78,642.5,3.042,84.7,256.2,4.22,3.08,2.41,49.46,183.8,301.4,1201.6,363.8,18452.8,0
2026-02-02 12:00:00,COMP-002,"Midland, TX",206.47,634.21,3.056,84.5,253.2,4.2,3.07,2.41,49.69,179.5,305.0,1197.9,372.8,12337.8,0
2026-02-02 18:00:00,COMP-001,"Houston, TX",209.9,643.3,3.11,86.3,257.6,4.22,3.07,2.37,50.02,183.2,301.4,1198.2,365.0,18453.0,0
2026-02-02 18:00:00,COMP-002,"Midland, TX",210.91,639.31,3.063,84.2,252.5,4.14,3.08,2.42,49.72,183.3,301.3,1201.9,363.0,12338.0,0
2026-02-03 00:00:00,COMP-001,"Houston, TX",210.31,633.67,3.003,85.0,254.5,4.22,3.14,2.37,50.47,180.3,304.1,1203.3,365.5,18453.2,0
2026-02-03 00:00:00,COMP-002,"Midland, TX",213.35,645.76,3.043,85.7,257.3,4.15,3.12,2.37,50.66,180.1,304.2,1200.7,371.3,12338.2,0
2026-02-03 06:00:00,COMP-001,"Houston, TX",206.5,637.69,3.066,85.0,251.4,4.22,3.13,2.43,49.45,184.3,301.5,1199.4,363.0,18453.5,0
2026-02-03 06:00:00,COMP-002,"Midland, TX",209.84,643.93,3.084,85.8,257.1,4.21,3.11,2.43,50.25,181.1,305.2,1201.4,363.5,12338.5,0
2026-02-03 12:00:00,COMP-001,"Houston, TX",210.73,637.04,3.057,85.8,254.1,4.24,3.11,2.44,49.33,182.8,301.9,1202.5,371.9,18453.8,0
2026-02-03 12:00:00,COMP-002,"Midland, TX",209.54,639.84,3.086,84.7,258.6,4.14,3.07,2.41,49.85,180.6,304.6,1202.2,367.4,12338.8,0
2026-02-03 18:00:00,COMP-001,"Houston, TX",209.72,632.68,3.018,85.3,256.2,4.15,3.09,2.4,49.25,179.8,305.9,1200.9,365.8,18454.0,0
2026-02-03 18:00:00,COMP-002,"Midland, TX",205.74,643.29,3.091,86.5,253.9,4.14,3.07,2.4,50.09,182.7,304.8,1201.1,370.4,12339.0,0
2026-02-04 00:00:00,COMP-001,"Houston, TX",213.04,634.66,2.999,85.0,257.5,4.26,3.08,2.4,50.3,179.5,301.9,1197.4,370.4,18454.2,0
2026-02-04 00:00:00,COMP-002,"Midland, TX",208.07,642.13,3.094,84.6,258.3,4.19,3.1,2.42,50.33,179.9,304.2,1203.1,371.7,12339.2,0
2026-02-04 06:00:00,COMP-001,"Houston, TX",214.38,639.05,3.019,85.8,258.5,4.15,3.1,2.4,49.32,184.4,308.1,1199.9,368.1,18454.5,0
2026-02-04 06:00:00,COMP-002,"Midland, TX",206.56,641.51,3.085,86.0,252.2,4.19,3.11,2.43,50.01,181.4,309.4,1203.0,370.9,12339.5,0
2026-02-04 12:00:00,COMP-001,"Houston, TX",213.77,649.03,3.048,85.3,252.2,4.19,3.12,2.42,49.7,183.1,308.3,1201.5,372.8,18454.8,0
2026-02-04 12:00:00,COMP-002,"Midland, TX",207.2,642.38,3.087,84.9,253.8,4.22,3.14,2.41,50.69,182.0,306.8,1198.7,363.8,12339.8,0
2026-02-04 18:00:00,COMP-001,"Houston, TX",210.95,641.36,3.056,85.8,254.4,4.23,3.13,2.38,50.52,183.7,305.2,1196.6,364.1,18455.0,0
2026-02-04 18:00:00,COMP-002,"Midland, TX",210.41,644.8,3.098,84.5,253.4,4.17,3.13,2.41,49.69,183.4,300.7,1202.3,363.6,12340.0,0
2026-02-05 00:00:00,COMP-001,"Houston, TX",214.53,647.0,3.059,86.1,255.5,4.17,3.13,2.42,49.68,182.9,308.9,1199.2,373.0,18455.2,0
2026-02-05 00:00:00,COMP-002,"Midland, TX",209.11,641.0,3.07,84.2,253.1,4.22,3.13,2.43,50.49,184.2,306.9,1201.1,370.8,12340.2,0
2026-02-05 06:00:00,COMP-001,"Houston, TX",208.31,645.3,3.063,86.7,253.4,4.16,3.12,2.38,49.51,182.1,303.9,1199.5,368.6,18455.5,0
2026-02-05 06:00:00,COMP-002,"Midland, TX",210.99,635.3,3.018,85.0,256.6,4.16,3.07,2.39,49.33,184.4,306.1,1201.2,367.9,12340.5,0
2026-02-05 12:00:00,COMP-001,"Houston, TX",208.06,645.45,3.087,85.0,252.9,4.16,3.06,2.4,49.87,182.2,301.3,1198.0,364.8,18455.8,0
2026-02-05 12:00:00,COMP-002,"Midland, TX",209.88,634.59,3.035,86.1,255.2,4.26,3.13,2.43,49.26,182.9,304.5,1202.9,369.3,12340.8,0
2026-02-05 18:00:00,COMP-001,"Houston, TX",212.54,643.5,3.023,85.0,258.2,4.26,3.09,2.4,49.67,184.2,307.9,1199.1,371.3,18456.0,0
2026-02-05 18:00:00,COMP-002,"Midland, TX",209.4,647.65,3.127,84.7,255.1,4.26,3.07,2.43,50.06,179.3,301.0,1201.2,371.0,12341.0,0
2026-02-06 00:00:00,COMP-001,"Houston, TX",206.93,632.4,3.018,85.7,256.6,4.26,3.13,2.41,50.66,183.3,301.8,1199.7,366.1,18456.2,0
2026-02-06 00:00:00,COMP-002,"Midland, TX",208.07,645.65,3.116,85.7,255.6,4.17,3.08,2.39,50.2,181.6,300.6,1201.2,368.4,12341.2,0
2026-02-06 06:00:00,COMP-001,"Houston, TX",210.09,644.91,3.06,85.8,256.5,4.15,3.14,2.37,50.43,180.9,301.2,1201.9,367.3,18456.5,0
2026-02-06 06:00:00,COMP-002,"Midland, TX",212.46,639.5,3.031,85.7,252.2,4.19,3.13,2.4,50.69,180.1,306.6,1203.0,371.3,12341.5,0
2026-02-06 12:00:00,COMP-001,"Houston, TX",208.22,648.63,3.101,85.7,255.4,4.15,3.05,2.41,50.06,184.4,303.2,1201.8,372.5,18456.8,0
2026-02-06 12:00:00,COMP-002,"Midland, TX",212.56,642.8,3.069,85.6,252.4,4.16,3.13,2.38,49.52,183.6,308.2,1202.5,372.8,12341.8,0
2026-02-06 18:00:00,COMP-001,"Houston, TX",212.28,640.95,3.056,85.0,251.7,4.15,3.12,2.4,49.75,180.0,306.4,1197.1,369.3,18457.0,0
2026-02-06 18:00:00,COMP-002,"Midland, TX",210.35,639.05,3.06,85.9,253.5,4.21,3.11,2.39,49.72,181.6,300.5,1198.2,364.9,12342.0,0
2026-02-07 00:00:00,COMP-001,"Houston, TX",211.86,646.53,3.085,84.7,256.8,4.25,3.1,2.39,49.71,182.3,302.0,1200.8,371.8,18457.2,0
2026-02-07 00:00:00,COMP-002,"Midland, TX",210.26,640.74,3.084,85.0,258.0,4.15,3.06,2.37,50.01,179.4,305.8,1199.3,369.0,12342.2,0
2026-02-07 06:00:00,COMP-001,"Houston, TX",209.68,640.83,3.047,86.9,254.8,4.23,3.09,2.38,50.41,183.3,303.1,1199.8,368.1,18457.5,0
2026-02-07 06:00:00,COMP-002,"Midland, TX",211.5,643.12,3.062,86.5,257.4,4.21,3.07,2.4,49.92,180.2,309.1,1201.2,373.2,12342.5,0
2026-02-07 12:00:00,COMP-001,"Houston, TX",207.04,637.29,3.036,84.9,254.9,4.14,3.09,2.37,49.56,184.2,303.7,1199.8,367.5,18457.8,0
2026-02-07 12:00:00,COMP-002,"Midland, TX",215.17,636.62,2.988,86.2,255.2,4.24,3.13,2.38,50.07,180.2,306.4,1199.0,369.7,12342.8,0
2026-02-07 18:00:00,COMP-001,"Houston, TX",207.43,637.63,3.035,86.7,255.1,4.18,3.13,2.4,49.97,182.6,305.0,1197.4,364.3,18458.0,0
2026-02-07 18:00:00,COMP-002,"Midland, TX",208.76,634.46,3.008,84.8,253.9,4.23,3.06,2.38,50.47,183.2,304.8,1199.8,364.8,12343.0,0
2026-02-08 00:00:00,COMP-001,"Houston, TX",212.73,630.83,2.974,84.6,255.6,4.16,3.11,2.37,50.11,179.6,302.8,1197.7,373.1,18458.2,0
2026-02-08 00:00:00,COMP-002,"Midland, TX",212.26,630.76,2.998,86.3,256.2,4.17,3.06,2.4,50.74,184.0,302.0,1202.4,369.1,12343.2,0
2026-02-08 06:00:00,COMP-001,"Houston, TX",214.31,633.89,2.99,86.1,253.2,4.23,3.09,2.4,50.14,180.5,303.9,1197.2,364.7,18458.5,0
2026-02-08 06:00:00,COMP-002,"Midland, TX",210.68,638.46,3.04,84.8,251.9,4.2,3.11,2.37,50.43,182.0,301.5,1199.9,363.9,12343.5,0
2026-02-08 12:00:00,COMP-001,"Houston, TX",212.63,647.62,3.054,86.4,256.1,4.2,3.09,2.37,50.04,180.5,307.8,1202.1,366.7,18458.8,0
2026-02-08 12:00:00,COMP-002,"Midland, TX",212.85,645.02,3.049,86.2,251.9,4.15,3.1,2.38,50.54,180.8,308.4,1199.3,364.6,12343.8,0
2026-02-08 18:00:00,COMP-001,"Houston, TX",211.33,641.5,3.029,84.8,251.2,4.22,3.12,2.39,49.79,180.1,306.4,1198.2,371.9,18459.0,0
2026-02-08 18:00:00,COMP-002,"Midland, TX",210.44,635.69,3.039,86.2,256.9,4.19,3.13,2.4,49.81,182.3,302.8,1198.6,366.3,12344.0,0
2026-02-09 00:00:00,COMP-001,"Houston, TX",212.8,646.82,3.058,86.2,256.9,4.19,3.12,2.38,49.57,181.5,303.5,1200.4,370.2,18459.2,0
2026-02-09 00:00:00,COMP-002,"Midland, TX",210.88,648.92,3.122,84.5,251.9,4.16,3.14,2.4,49.35,180.5,301.2,1196.7,366.7,12344.2,0
2026-02-09 06:00:00,COMP-001,"Houston, TX",207.77,640.4,3.039,86.4,255.8,4.26,3.13,2.41,49.91,180.4,306.4,1202.2,365.6,18459.5,0
2026-02-09 06:00:00,COMP-002,"Midland, TX",211.17,640.3,3.04,85.1,252.5,4.14,3.08,2.36,49.49,184.7,307.6,1198.9,366.8,12344.5,0
